,name,roast,acid,body,desc_1,region,keyword,new_keyword,cluster
622,Out of Africa Blend,0.4,0.8,0.8,"Richly fruit-toned with savory undercurrents. Blueberry, molasses, hop flowers, baking chocolate, lemon-thyme in aroma and cup. Appealingly bittersweet structure with gentle, round acidity; crisp, lightly satiny mouthfeel. Berry-toned finish with notes of molasses and lemon-thyme.",africa_arabia,"['chocolate', 'toned', 'fruit', 'molasses']","fruity, sweety, chocolate",1
623,Nutty Espresso Blend,0.4,0.8504273504273505,0.8,"Evaluated as espresso. Nut-toned, chocolaty, richly earthy. Hazelnut, chocolate fudge, fresh-cut oak, fir, molasses, gardenia in aroma and small cup. Crisp, velvety mouthfeel; almondy finish supported by notes of dark chocolate and fresh-cut oak. In three parts milk, richly nut-driven with pleasing hazelnut and chocolate fudge complications.",,"['hazelnut', 'espresso', 'chocolate', 'chocolaty', 'almondy']","chocolate, nutty",0
624,Sweet Kenya J36 Espresso,0.4,0.8504273504273505,0.9,"Evaluated as espresso. Complex, vibrant, richly nuanced. Toffee, pomegranate, dark chocolate, star jasmine, marjoram in aroma and small cup. Very viscous, syrupy-smooth mouthfeel; resonant, long, flavor-saturated finish. Integrated and harmonious in three parts milk, with pomegranate and dark chocolate framing deep suggestions of star jasmine.",africa_arabia,"['espresso', 'toffee', 'pomegranate', 'chocolate', 'milk']","fruity, chocolate",0
625,Winter Wonder Blend,0.6,0.8,0.8,"Gently fruit-forward, sweetly nut-toned. Dried persimmon, baking chocolate, lily, cashew, molasses in aroma and cup. Sweet-toned structure with gentle, round acidity; smooth, satiny mouthfeel. Nut-toned finish with hints of persimmon and lily.",,"['persimmon', 'fruit', 'cashew', 'chocolate', 'toned']","fruity, chocolate, nutty",1
626,Guatemala El Injerto Natural Legendary Gesha 7,0.2,0.9,0.9,"Balanced, complex, classic. Red plum, Nutella, lavender, lemon verbena, fresh-cut cedar in aroma and cup. Gently sweet-tart structure with high-toned acidity; full, viscous mouthfeel. All the flavor notes from the cup, especially red plum and Nutella, carry into a harmonious, integrated finish. ",central_america,"['plum', 'nutella', 'lavender']","fruity, floral",2
627,Guatemala Finca El General SummerEnd Espresso,0.4,0.8504273504273505,0.9,"Evaluated as espresso. Deeply sweet, harmoniously balanced. Pomegranate syrup, almond butter, cedar, dark chocolate, plumeria in aroma and small cup. Full, satiny-smooth mouthfeel; chocolaty, floral-toned finish. Plumeria notes predominate in cappuccino-scaled milk, with undertones of dark chocolate and almond butter.",central_america,"['espresso', 'plumeria', 'cappuccino', 'pomegranate']","fruity, floral",0
628,Ethiopia Natural Yirgacheffe Adado Feysa Dira,0.4,0.9,0.9,"Richly sweet-tart, fruit-forward. Dried strawberry, dark chocolate, almond brittle, lemon thyme, cedar in aroma and cup. Brightly sweet with juicy acidity; creamy-smooth mouthfeel. Resonant finish, flavor-laden well into the long.",africa_arabia,"['strawberry', 'chocolate', 'almond', 'fruit']","fruity, chocolate, nutty, berry",1
629,Ethiopia Yirgacheffe Washed Banko Gotiti 3,0.4,0.9,0.9,"Intricately layered, deeply sweet. Wisteria, cocoa nib, nectarine, amber, cashew in aroma and cup. Bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with notes of wisteria and nectarine, balanced by suggestions of crisp cocoa.",africa_arabia,"['cocoa', 'nectarine', 'wisteria']","fruity, chocolate, floral",2
630,Guatemala Finca El General Slow Dry 6,0.4,0.9,0.9,"Gently fruit-toned, sweetly herbaceous. Dried apricot, marjoram, cocoa nib, lilac, almond butter in aroma and cup. Sweetly tart with vibrant, inviting acidity; very full, satiny mouthfeel. Cocoa tones in the finish are supported by suggestions of marjoram and a hint of lilac.",central_america,"['cocoa', 'herbaceous', 'apricot', 'butter']","fruity, chocolate, floral",2
631,Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,0.4,0.9,0.9,"Crisply high-toned, richly sweet-savory. Dark chocolate, goji berry, lemon verbena, honeysuckle, hazelnut brittle in aroma and cup. Sweet-savory structure with lively, balanced acidity; plush, syrupy mouthfeel. The finish consolidates to dark chocolate and honeysuckle.",central_america,"['chocolate', 'hazelnut', 'honeysuckle', 'savory', 'brittle']","chocolate, nutty, floral, body",1
632,Ethiopia Natural Guji Hambela SASA Lot 10,0.2,0.8,0.9,"Richly sweet-tart, deeply berry-toned. Fresh blueberry, rhododendron, Meyer lemon zest, dark chocolate, fresh-cut oak in aroma and cup. Sweet-toned structure with gentle, round acidity; very syrupy-smooth mouthfeel. Finish consolidates to notes of blueberry and dark chocolate with oak undertones.",africa_arabia,"['blueberry', 'chocolate', 'berry', 'lemon']","chocolate, berry, sour",1
633,Kenya Gachatha Nyeri AA,0.4,0.9,0.9,"Elegantly bright, richly juicy, elaborately complete. Toffee, pomelo, plum marmalade, star jasmine, sandalwood in aroma and cup. Sweetly tart structure with lyrically balanced acidity; syrupy, viscous mouthfeel. Resonant, long, satisfying finish.",africa_arabia,"['toffee', 'sweetly', 'syrupy', 'plum']","fruity, sweety",2
634,Ethiopia Super Wush,0.2,0.9,0.9,"Sweetly high-toned, fruit-forward, richly aromatic. Tangerine, Jolly Rancher, dark chocolate, wild honey, narcissus in aroma and cup. Sweet-tart structure with juicy, vibrant acidity; viscous, syrupy mouthfeel. The very long finish leads with notes of dark chocolate and Jolly Rancher in the short, rounding to narcissus and honey in the long.",africa_arabia,"['tangerine', 'chocolate', 'jolly', 'sweetly']","fruity, sweety, chocolate",1
635,Organic Floyd Farmhouse Blend,0.4,0.8,0.9,"Crisply chocolaty, sweetly nut-toned. Baking chocolate, hazelnut butter, magnolia, date, oak in aroma and cup. Sweet-toned with pert acidity; plush, syrupy-smooth mouthfeel. The gentle finish centers around notes of baking chocolate and hazelnut with magnolia undertones.",,"['hazelnut', 'chocolate', 'chocolaty', 'butter', 'baking']","chocolate, nutty, body",4
636,Kenya Athena AB Espresso,0.6,0.8504273504273505,0.9,"Evaluated as espresso. Richly chocolaty, complex, multi-layered. Chocolate fudge, dried passionfruit, almond nougat, cedar, graphite in aroma and small cup. Lively, syrupy-smooth mouthfeel; crisply sweet-tart, chocolaty finish. In three parts milk, chocolate notes are amplified, and fruit tones softened, while the pleasing mineral edge lingers.",africa_arabia,"['espresso', 'chocolaty', 'chocolate', 'fudge', 'passionfruit']","fruity, chocolate",0
637,Colombia La Esperanza Anaerobic,0.4,0.9,0.9,"Deeply rich, sweetly savory. Pomelo, myrrh, dried apricot, dark chocolate, the pungent herb epazote in aroma and cup. Juicy-sweet structure with tart, zesty acidity; plush, creamy mouthfeel. The resonant finish centers around notes of apricot and chocolate with hints of tarragon.",south_america,"['apricot', 'chocolate', 'pomelo', 'epazote']","fruity, chocolate",1
638,Ethiopia Gogogu Bekaka #1,0.2,0.9,0.9,"Delicately citrus- and floral-toned. Bergamot, star jasmine, lemon verbena, cocoa nib, sandalwood in aroma and cup. Sweet-tart structure with bright, vibrant acidity; lively, silky mouthfeel. Finish consolidates to notes of cocoa nib and star jasmine.",africa_arabia,"['floral', 'citrus', 'cocoa', 'bergamot']","fruity, chocolate, floral, sour",2
639,Kenya Gichathaini,0.4,0.9,0.9,"High-toned, juicy, complex. Red currant, toffee, grapefruit marmalade, star jasmine, sandalwood in aroma and cup. Sweetly tart with richly vibrant, balanced acidity; very full, syrupy-smooth mouthfeel. The resonant, lingering finish carries forward the multi-layered nuance of the cup.",africa_arabia,"['toffee', 'grapefruit', 'currant', 'marmalade']",fruity,2
640,SGG Ethiopia Sidamo G2,0.4,0.8,0.8,"Sweetly herbaceous, cocoa-driven. Cocoa nib, lemon-thyme, pink grapefruit zest, caramel, cedar in aroma and cup. Sweetly savory with brisk acidity; delicate, silky mouthfeel. T",africa_arabia,"['cocoa', 'herbaceous', 'sweetly', 'caramel']","sweety, chocolate, floral",2
641,Elida Estate Dragonfly Catuai Lot 13,0.4,0.9,0.9,"Crisply sweet-tart, richly wood-framed. Rhododendron, blueberry, rum barrel, chocolate fudge, pecan praline in aroma and cup. Brightly sweet structure with winy acidity; viscous, satiny mouthfeel. Crisp, drying finish that leads with notes of oak barrel and deep chocolate.",central_america,"['chocolate', 'blueberry', 'rum', 'fudge']","chocolate, berry",1
642,Ethiopia Kochere Hama Jet Washing Station,0.2,0.9,0.9,"Complex, richly sweet. Nectarine, lime zest, cocoa nib, nougat, lilac in aroma and cup. Sweet-tart structure with juicy, balanced acidity; delicate, silky mouthfeel. The finish consolidates to notes of cocoa nib and lime zest.",africa_arabia,"['nectarine', 'cocoa', 'lilac', 'nib', 'lime']","fruity, chocolate, floral, sour",2
643,Banko Gotiti Natural,0.4,0.8,0.9,"Intensely fruit-driven, richly sweet-tart. Raspberry jam, maple syrup, cocoa nib, fresh-cut fir, jasmine in aroma and cup. Sweet-toned structure with gently tart acidity; plush, syrupy mouthfeel. Fruit-toned finish with undertones of maple syrup and fir.",africa_arabia,"['syrup', 'syrupy', 'cocoa', 'fruit']","fruity, sweety, chocolate",3
644,Elida Estate ASD Natural Catuai 15,0.4,0.9,0.9,"Intensely aromatic, richly fruit-driven. Dark chocolate, fermented pomegranate juice, gardenia, sassafras, Meyer lemon zest in aroma and cup. Sweet-savory structure with richly bittersweet, juicy acidity; syrupy-smooth mouthfeel. Chocolaty and floral in the finish with a deliberate hint of ferment.",central_america,"['pomegranate', 'fermented', 'chocolate', 'floral']","fruity, chocolate, floral",1
645,Ethiopia Guji Sakicha JH144,0.4,0.8,0.9,"Sweetly fruit-driven, richly aromatic. Lychee, hop flowers, cocoa nib, thyme, agave syrup in aroma and cup. Sweet-savory structure with bittersweet acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of lychee and hop flowers with cocoa undertones.",africa_arabia,"['syrup', 'cocoa', 'syrupy', 'flowers']","sweety, chocolate, floral",3
646,Indonesian Island Blend,0.6,0.8,0.9,"Earthy-rich, deep-toned. The odor of oak forest, dark chocolate, hazelnut butter, magnolia, orange zest in aroma and cup. Richly bittersweet structure with brisk acidity; plush, creamy mouthfeel. The sweet finish centers around notes of dark chocolate and aromatic oak.",,"['hazelnut', 'oak', 'forest', 'odor']","nutty, spicy",2
647,FTO Ethiopian,0.4,0.8,0.8,"Deep-toned, sweet, chocolaty. Baking chocolate, golden raisin, molasses, baking spices, fresh-cut cedar in aroma and cup. Sweet structure with gentle, round acidity; very full, velvety mouthfeel. Crisply sweet, chocolaty finish.",africa_arabia,"['chocolate', 'chocolaty', 'baking', 'raisin', 'spices']","fruity, chocolate, spicy, body",4
648,414 Kenya SL34,0.4,0.8,0.8,"Chocolaty, crisply sweet. Baking chocolate, date, almond, cedar, agave syrup in aroma and cup. Sweet structure with pert acidity; satiny mouthfeel. The finish centers around notes of baking chocolate and almond with cedar undertones.",africa_arabia,"['chocolate', 'chocolaty', 'almond', 'baking', 'syrup']","sweety, chocolate, nutty, body",4
649,Yemen Sheba Auction Lot 1: Wadi Al Mahjr,0.4,0.9,0.9,"Focused, gently bright, complex. Dried goji berry, vanilla bean, clementine, baking chocolate, fresh-cut oak, lemon verbena in aroma and cup. Balanced structure (sweet, tart, savory) with richly pungent but juicy acidity; plushly syrupy mouthfeel. Deep and multi-layered in the finish.",africa_arabia,"['clementine', 'chocolate', 'mouthfeel', 'lemon']","chocolate, sour, body",1
650,Yemen Port of Mokha Al-Jabal,0.4,0.9,0.9,"Big, nuanced, multi-faceted. Fresh black currant, bergamot, pink grapefruit, sandalwood, maple syrup in aroma and cup. Deeply sweet with bright, juicy-tart acidity; crisply satiny mouthfeel. Delicately sweet, citrusy finish with sandalwood undertones.",africa_arabia,"['citrusy', 'currant', 'sandalwood', 'grapefruit']","fruity, green, sour",2
651,Yemen Mokha Matari,0.4,0.9,0.8,"Sweetly pungent, chocolate-driven, richly earth-toned. Dark chocolate, lavender, cedar, persimmon, sarsaparilla in aroma and cup. Balanced, pleasingly bittersweet structure with bright acidity; satiny mouthfeel. The finish consolidates to notes of dark chocolate and sarsaparilla.",africa_arabia,"['chocolate', 'lavender', 'sweetly', 'sarsaparilla']","sweety, chocolate, floral",1
652,Yemen Mocha Haimi,0.4,0.8,0.9,"Quietly complex, gently bright. Macadamia nut, baking chocolate, magnolia, blackberry, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; full, syrupy mouthfeel. The resonant finish centers around notes of crisp chocolate and cedar.",africa_arabia,"['chocolate', 'macadamia', 'cedar', 'syrupy']","sweety, chocolate, nutty, green",1
653,Yemen Sana’a,0.2,0.8,0.9,"Elegantly fruit-toned, richly sweet. Dried black cherry, pipe tobacco, almond, vanilla, honeysuckle in aroma and cup. Sweetly tart structure with gently brisk acidity; very syrupy-smooth mouthfeel. The finish consolidates  vanilla and cherry notes supported by pipe tobacco.",africa_arabia,"['cherry', 'fruit', 'almond', 'vanilla']","fruity, sweety, nutty",2
654,Bait Alal Community,0.4,0.8,0.9,"Sweetly bright, intense, perfumy. Passionfruit, banana, chocolate fudge, cedar, lily in aroma and cup. Juicy and lactic tangy-sweet in structure; creamy-smooth in mouthfeel. The sweet but gently drying finish consolidates to suggestions of chocolate, fruit and lily.",africa_arabia,"['sweetly', 'chocolate', 'passionfruit', 'creamy']","fruity, sweety, chocolate",1
655,Port of Mokha Auction Lot 19: Mohamed Ahmed Al Rumaim,0.4,0.8,0.8,"Chocolaty and richly wood-framed. Dark chocolate, fresh-cut pine, magnolia, pink peppercorn, golden raisin in aroma and cup. Sweetly tart structure with pert acidity; crisp, velvety mouthfeel. Richly drying, chocolaty finish. ",africa_arabia,"['chocolaty', 'chocolate', 'pine', 'raisin', 'peppercorn']","fruity, chocolate, spicy",1
656,Peru Finca Churupampa,0.4,0.8,0.9,"Chocolaty, deep-toned. Baking chocolate, hazelnut, gardenia, molasses, cedar in aroma and cup. Sweet in structure with gentle, round acidity; plush, satiny mouthfeel. Chocolaty, richly nut-framed finish.",south_america,"['chocolaty', 'chocolate', 'hazelnut', 'baking']","chocolate, nutty, body",4
657,Colombia La Esperanza Potosí Anaerobic Process,0.4,0.9,0.9,"Deeply pungent, richly sweet-savory. Dark chocolate, cranberry sauce, orange blossom, lemon-thyme, a hint of wine barrel in aroma and cup. Brightly sweet-savory with winy acidity; very full, creamy mouthfeel. Finish consolidates to notes of dark chocolate and cranberry sauce with undertones of wine barrel.",south_america,"['cranberry', 'savory', 'chocolate', 'wine']","chocolate, berry, body",1
658,Honduras Finca Las Moras Parainema Yellow Honey,0.4,0.8,0.9,"Crisply sweet, richly resonant. Red apple, almond butter, cane sugar, fresh-cut oak, lily in aroma and cup. Sweet structure with pert acidity; full, syrupy mouthfeel. The finish centers around almond, oak and crisp apple.",central_america,"['almond', 'sugar', 'butter', 'syrupy']","sweety, nutty",2
659,Blossom Blend Espresso,0.4,0.8504273504273505,0.8,"Evaluated as espresso. Delicately fruit-forward, floral-toned. Raspberry jam, cocoa nib, cherry blossom, cedar, molasses in aroma and small cup. Satiny mouthfeel; sweetly tart, fruit-driven finish. In cappuccino-scaled milk, cocoa notes are amplified and tart fruit notes round to gentle sweetness.",caribbean,"['espresso', 'cocoa', 'cappuccino', 'fruit', 'floral']","fruity, chocolate, floral",0
660,Ethiopia Natural Guji Sweet Lady,0.4,0.8,0.9,"Berry-toned, invitingly nuanced. Raspberry, musk, cocoa powder, freesia-like flowers, a hint of rum barrel in aroma and cup. Balanced structure with brisk acidity; plush, lively mouthfeel. The finish leads with distinct raspberry notes in the short, while the long is characterized by spice-toned florals and pleasing sweet ferment.",africa_arabia,"['raspberry', 'florals', 'berry', 'cocoa']","chocolate, floral, berry",2
661,Strawberry Forest,0.4,0.8504273504273505,0.9,"Evaluated as espresso. Chocolaty and fruit-toned. Ripe blueberry, baking chocolate, gardenia, fir, caramel in aroma and small cup. Full, syrupy mouthfeel; gently drying, wood-framed finish. In three parts milk, balanced, chocolate-toned and fruity.",,"['espresso', 'chocolaty', 'chocolate', 'caramel', 'blueberry']","sweety, chocolate, berry",0
662,Kona Medium Roast,0.4,0.8,0.8,"Richly sweet, deep-toned. Baking chocolate, hazelnut, date, magnolia, cedar in aroma and cup. Sweet in structure with brisk acidity; satiny mouthfeel. Chocolate-toned finish with undertones of hazelnut and cedar.",hawaii,"['chocolate', 'hazelnut', 'baking', 'toned']","chocolate, nutty, body",4
663,Kona Medium-Dark Roast,0.6,0.8,0.8,"Sweetly roast-toned, floral. Gardenia, dark chocolate, raisin, gently scorched oak, cashew in aroma and cup. Sweet-toned structure with gentle, round acidity; delicate, velvety mouthfeel. Dark chocolate and gardenia lead in the finish, supported by smoky oak.",hawaii,"['floral', 'chocolate', 'sweetly', 'roast', 'gardenia']","sweety, chocolate, floral",1
664,Ethiopia Guji (Rose Selection),0.4,0.9,0.8,"Fruit-forward, multi-layered. Blueberry, musk, cocoa powder, freesia-like flowers, a hint of rum barrel in aroma and cup. Balanced structure with lively acidity; velvety-smooth mouthfeel. The resonant finish leads with dark berries in the short, while the long is characterized by spice-toned florals and a touch of sweet ferment.",africa_arabia,"['florals', 'berries', 'fruit', 'blueberry', 'rum']","fruity, floral, berry",2
665,Panama Hacienda La Esmeralda Ethiopia Accessions,0.2,0.9,0.9,"Delicately sweet-savory, elegantly herb-toned. Tarragon, lilac, nectarine, lemon balm, amber in aroma and cup. Brightly sweet with juicy, vibrant acidity; plush, satiny mouthfeel. The complex, richly nuanced finish centers around lilac and tarragon with nectarine and amber undertones. ",central_america,"['nectarine', 'lilac', 'amber', 'tarragon']","fruity, floral",2
666,The Natural,0.4,0.8504273504273505,0.9,"Evaluated as espresso. Juicy, sweet-tart. Dried hibiscus, raspberry jam, cocoa nib, cedar, molasses in aroma and small cup. Plush, syrupy-smooth mouthfeel; richly tart finish. Chocolaty and pleasingly bittersweet in three parts milk, with tart floral and berry notes.",africa_arabia,"['espresso', 'syrupy', 'chocolaty', 'cocoa', 'milk']","sweety, chocolate",0
667,Guji Hamasho Washed,0.4,0.9,0.9,"Balanced, richly fruit-forward. Lychee, cocoa nib, wisteria, maple syrup, pistachio brittle in aroma and cup. Brightly sweet with delicately juicy acidity; silky-smooth mouthfeel. Finish consolidates to notes of cocoa-toned tropical fruit and pistachio.",africa_arabia,"['cocoa', 'fruit', 'pistachio', 'syrup', 'brittle']","fruity, sweety, chocolate, nutty",3
668,Kona Red Wine Process,0.4,0.9,0.9,"Sweetly fermenty, deeply rich. Aged red wine, ginger blossom, vanilla, pink grapefruit zest, baking chocolate in aroma and cup. Very sweet, high-toned structure with winy acidity; smooth, creamy mouthfeel. Spice-toned, delicate finish. ",hawaii,"['chocolate', 'sweetly', 'grapefruit', 'spice']","fruity, sweety, chocolate, spicy",1
669,Candelilla Geisha Natural,0.2,0.9,0.9,"Delicately sweet-tart, richly aromatic. Pomegranate, lavender, cocoa nib, lemon-thyme, cedar in aroma and cup. Sweetly tart structure with bright, graceful acidity; light but viscous, silky mouthfeel. Long, confident finish led by notes of lavender and pomegranate, rounding to citrus-toned cocoa nib in the long.",central_america,"['lavender', 'pomegranate', 'cocoa', 'citrus']","fruity, chocolate, floral, sour",2
670,Kiamugumo Kenya,0.4,0.9,0.9,"Sweet-savory, multi-layered, deep-toned. Tangerine zest, dark chocolate, goji berry, almond nougat, myrrh in aroma and cup. Savory-leaning structure with citrusy acidity; very full, syrupy mouthfeel. Resounding, satisfying finish driven by chocolate and citrus.",africa_arabia,"['tangerine', 'chocolate', 'citrusy', 'almond', 'citrus']","fruity, chocolate, nutty, sour",1
671,Ethiopia Sidama Ardi,0.2,0.9,0.9," Bright, richly high-toned. Lilac, frankincense, cocoa nib, pink grapefruit zest, pistachio butter in aroma and cup. Delicately sweet-tart with balanced, vibrant acidity; silky, viscous mouthfeel. Resonant, long, flavor-saturated finish.",africa_arabia,"['lilac', 'butter', 'frankincense', 'grapefruit']","fruity, floral",2
672,Colombia Gesha,0.4,0.9,0.9,"Floral, spice-toned. Jasmine, pink peppercorn, honey, apricot, myrrh in aroma and cup. Sweet structure with vivacious acidity; very full, syrupy mouthfeel. The finish consolidates to notes of pink peppercorn and honey.",south_america,"['floral', 'spice', 'peppercorn', 'jasmine']","spicy, floral",2
673,Ethiopia Kayon Mountain Washed,0.4,0.9,0.9,"High-toned, elegant, balanced. Apricot, almond butter, bergamot, cedar, cocoa nib in aroma and cup. Delicately sweet structure with juicy-bright acidity; very syrupy, lively mouthfeel. Cocoa-toned finish supported by notes of apricot and almond.",africa_arabia,"['cocoa', 'apricot', 'almond', 'butter']","fruity, chocolate, nutty",2
674,Kenya Nyeri Kiandu AA,0.4,0.8,0.8,"Crisply sweet-savory. Dark chocolate, lavender, date, agave syrup, lemon zest in aroma and cup. Richly bittersweet structure with velvety-smooth mouthfeel; chocolaty finish with lavender undertones.",africa_arabia,"['lavender', 'chocolate', 'savory', 'chocolaty']","chocolate, floral, body",1
675,Ethiopia Kayon Mountain Natural,0.4,0.8,0.9,"Chocolaty, cleanly fruit-forward. Dark chocolate, blueberry, sandalwood, wisteria, lemongrass in aroma and cup. Sweet-tart structure with brisk acidity; syrupy-smooth mouthfeel. Richly chocolaty finish with undertones of wisteria and sandalwood.",africa_arabia,"['chocolaty', 'chocolate', 'blueberry', 'lemongrass', 'fruit']","fruity, chocolate, green, berry",1
676,Ethiopia Gedeb Worka Wuri,0.2,0.9,0.9,"Richly aromatic, deeply and sweetly herb-toned. Cocoa nib, bergamot, lilac, maple syrup, myrrh in aroma and cup. Deeply sweet-toned in structure with vibrant, juicy acidity; syrupy-smooth mouthfeel. The long, resonant finish is flavor-saturated, floral- and fruit-toned.",africa_arabia,"['cocoa', 'syrup', 'syrupy']","sweety, chocolate",3
677,Hung Farm,0.4,0.8,0.9,"Subtly complex, delicately sweet. Red plum, hazelnut, agave syrup, honeysuckle, fresh-cut oak in aroma and cup. Balanced structure with pert acidity; full, syrupy mouthfeel. The gently fruit-toned finish is supported by hazelnut and oak notes.",asia_pacific,"['hazelnut', 'plum', 'honeysuckle', 'fruit', 'syrup']","fruity, sweety, nutty, floral",3
678,Brazil Peixoto Peaberry,0.4,0.8,0.8,"Richly sweet, deeply nut-toned. Almond butter, cane sugar, orange zest, date, a hint of magnolia in aroma and cup. Sweet structure with gentle, round acidity; crisp, satiny mouthfeel. The quiet, sweet finish that leads with notes of almond butter and date.",south_america,"['almond', 'sugar', 'butter', 'magnolia']","sweety, nutty",2
679,Kenya Muranga Riakiberu,0.4,0.8,0.8,"Deeply sweet, citrus-toned. Magnolia, tangerine zest, caramel, baking chocolate, lemon-thyme in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The delicate finish centers around notes of baking chocolate and tangerine zest.",africa_arabia,"['citrus', 'caramel', 'tangerine', 'chocolate']","fruity, sweety, chocolate, sour",1
680,Kenya Karatina,0.4,0.9,0.9,"Deeply sweet-savory, intricate, inviting. Black currant, cocoa nib, lemon verbena, fresh-cut oak, Nutella in aroma and cup. Balanced, sweetly tart structure with juicy-bright acidity; plush, satiny mouthfeel. The finish consolidates to lasting black currant and Nutella notes.",africa_arabia,"['cocoa', 'nutella', 'currant', 'sweetly']","fruity, sweety, chocolate",2
681,La Reforma El Salvador Natural,0.4,0.9,0.9,"Complex, cleanly fruit-forward. Raspberry coulis, cocoa nib, hazelnut butter, lilac, sandalwood in aroma and cup. Bright, sweetly tart structure with juicy acidity; delicate, silky-smooth mouthfeel. The resonant finish consolidates to notes of raspberry and hazelnut with sandalwood undertones. ",central_america,"['hazelnut', 'sandalwood', 'cocoa', 'fruit', 'raspberry']","fruity, chocolate, nutty, green, berry",2
682,Ethiopia Gogogu Bekaka #4,0.4,0.9,0.8,"Bright, richly floral-toned. Wisteria, cocoa nib, tangerine zest, almond nougat, sandalwood in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, satiny mouthfeel. The satisfying finish leads with notes of wisteria and tangerine, rounding to almond nougat and sandalwood in the long.",africa_arabia,"['tangerine', 'floral', 'cocoa', 'almond']","fruity, chocolate, nutty, floral",2
683,Congo Umoja,0.4,0.8,0.9,"Richly cocoa-toned. Cocoa nib, cashew butter, lily, lemon verbena, date in aroma and cup. Sweet-toned with mild acidity; plush, syrupy mouthfeel. Cocoa- and nut-driven finish.",africa_arabia,"['cocoa', 'toned', 'butter', 'nib']",chocolate,2
684,Tanzania Ngila Estate,0.4,0.8,0.9,"Vibrantly sweet-savory. Red currant, toffee, hop flowers, marjoram, lemon verbena in aroma and cup. Richly bittersweet, balanced structure with lively acidity; plush, syrupy-smooth mouthfeel. Gentle finish with notes of red currant and marjoram.",africa_arabia,"['savory', 'toffee', 'flowers', 'currant']","fruity, floral, body",2
685,Mexico Pluma Hidalgo,0.4,0.8,0.9,"Rich-toned, deeply sweet. Dried apricot, molasses, almond brittle, freesia-like flowers, cedar in aroma and cup. Sweet structure with gently brisk acidity; very full, syrupy-smooth mouthfeel. Sweetly nut-toned, long finish with notes of almond brittle and molasses.",central_america,"['almond', 'molasses', 'brittle', 'apricot', 'sweetly']","fruity, sweety, nutty",2
686,Pluma Hidalgo Mexico,0.4,0.8,0.8,"Crisply sweet-tart. Almond butter, yellow plum, milk chocolate, clover flowers, a hint of thyme in aroma and cup. Sweet-toned structure with mild acidity; satiny, delicate mouthfeel. The sweetly nut-toned finish is supported by notes of chocolate and thyme.",central_america,"['almond', 'chocolate', 'sweetly', 'butter']","sweety, chocolate, nutty",1
687,Kenya 168,0.4,0.9,0.8,"Crisply sweet-savory. Date, hop flowers, tamarind, oak, cane sugar in aroma and cup. Richly bittersweet structure with lively acidity; velvety-smooth mouthfeel. Sweetly tart finish leads with tamarind notes, supported by sweet aromatic wood.",africa_arabia,"['sugar', 'savory', 'velvety', 'sweetly']","sweety, body",2
688,Kenya SHI,0.4,0.9,0.8,"Richly sweet-tart. Black currant, almond, cocoa nib, freesia, maple syrup, cedar in aroma and cup. Brightly sweet structure with juicy acidity; crisp, satiny mouthfeel. Nut-toned finish with cedar undertones.",africa_arabia,"['cocoa', 'almond', 'syrup', 'cedar']","sweety, chocolate, nutty, green",3
689,Rwanda Abakundakawa,0.4,0.8,0.9,"Sweet-toned, gently floral. Baking chocolate, honeysuckle, almond, fresh-cut fir, brown sugar in aroma and cup. Sweet structure with brisk acidity; full, velvety mouthfeel. Gently drying, wood-framed finish with undertones of baking chocolate and almond.",africa_arabia,"['chocolate', 'floral', 'baking', 'sugar', 'honeysuckle']","sweety, chocolate, floral, body",4
690,Hero Blend Espresso,0.4,0.8504273504273505,0.8,"Evaluated as espresso. Deep-toned, chocolaty, fruit-forward. Chocolate fudge, ripe blueberry, fir, molasses, gardenia in aroma and small cup. Crisp, velvety mouthfeel; chocolaty finish supported by notes of fresh-cut fir. In three parts milk richly fruit-centered with blueberry and chocolate fudge notes front and center.",,"['espresso', 'chocolaty', 'chocolate', 'fudge', 'blueberry']","chocolate, berry",0
691,Breakfast Blend,0.4,0.8,0.8,"Crisply cocoa-toned. Baking chocolate, almond nougat, carnation, golden raisin, cedar in aroma and cup. Sweet-toned with brisk acidity; silky-smooth mouthfeel. Nut-toned finish with hints of baking chocolate and golden raisin.",south_america,"['cocoa', 'chocolate', 'baking', 'almond', 'toned']","chocolate, nutty, body",4
692,El Salvador Finca Hungria,0.4,0.8,0.8,"Sweetly nut-toned. Hazelnut, red apple, baking chocolate, magnolia, molasses in aroma and cup. Sweet structure with gentle, round acidity; crisp, lightly satiny mouthfeel. Nut-toned finish with crisp chocolate undertones.",central_america,"['hazelnut', 'chocolate', 'toned', 'sweetly', 'nut']","sweety, chocolate, nutty",1
